name,location,currency,price,participants,organizer,period,invite,tags,logo_link,item_id,start_date,end_date
CODE TWENTYFOUR - The Hackathon by ProSiebenSat.1,ProSiebenSat.1 Media SE,$,3585,34,Other,"Oct 20 - 21, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/684/229/datas/medium_square.jpg,item-01735,2018-10-20,2018-10-21
lnmhacks 3.0,LNM Institute of Information Technology,$,2100,5,Other,"Nov 03 - 04, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/691/841/datas/medium_square.jpg,item-01736,2018-11-03,2018-11-04
IDEAS Blockchain Hackathon,Alway Building M114 Lecture Room,$,100000,12,Other,"Oct 28 - 29, 2018",False,['Blockchain'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01737,2018-10-28,2018-10-29
BLOQchain: Smart Vegas Hackathon,"Aria Hotel, Primrose Ballroom",$,7940,9,Other,"Nov 01 - 02, 2018",False,['Blockchain'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/687/086/datas/medium_square.jpg,item-01738,2018-11-01,2018-11-02
HackUC III,Union County Vocational Technical Schools,$,2530,39,Other,"Oct 13, 2018",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01739,2018-10-13,2018-10-20
Hacking Arts 2018 Hackathon,MIT Media Lab,$,4000,69,Other,"Oct 13 - 14, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/692/394/datas/medium_square.png,item-01740,2018-10-13,2018-10-14
Tubman Project Boston,Suffolk University,$,3000,28,Other,"Nov 17 - 18, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/691/436/datas/medium_square.png,item-01741,2018-11-17,2018-11-18
Dash 2018,"Kattilahalli - Helsinki, Finland",$,8000,149,Other,"Oct 11 - 14, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/691/406/datas/medium_square.png,item-01742,2018-10-11,2018-10-14
WiCHacksOswego,SUNY Oswego - Richard S. Shineman Center (ROOM 444),$,0,10,Other,"Oct 13, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/688/820/datas/medium_square.png,item-01743,2018-10-13,2018-10-20
Round Rock Hackathon,Pearson Ranch Middle School,$,447,4,Other,"Oct 13, 2018",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01744,2018-10-13,2018-10-20
TigerHacks 2018,"Lafferre Hall, University of Missouri",$,3540,119,Other,"Oct 12 - 14, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/689/143/datas/medium_square.png,item-01745,2018-10-12,2018-10-14
Time Domain Astronomy,"Physical Sciences Complex (PSC, Building 415, UMCP campus)",$,1000,33,Other,"Nov 10 - 11, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/688/997/datas/medium_square.jpg,item-01746,2018-11-10,2018-11-11
Weather Hack Powered By NYS Mesonet,"University at Albany, Massry Center for Business Building",$,0,14,Other,"Nov 09 - 11, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/684/978/datas/medium_square.jpg,item-01747,2018-11-09,2018-11-11
#HackathonPune 2018 - Blockchain For Good,"e-Zest Solutions, Hinjawadi office",$,1400,15,Other,"Oct 12 - 13, 2018",False,['Blockchain'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/688/339/datas/medium_square.png,item-01748,2018-10-12,2018-10-13
Blockchain Dapp Hackathon,SOSA - Schocken 13 Tel Aviv-Yafo,$,5000,5,Other,"Oct 18 - 19, 2018",False,['Blockchain'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/688/115/datas/medium_square.png,item-01749,2018-10-18,2018-10-19
YCPHacks,York View Hall,$,516,20,Other,"Oct 19 - 21, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/688/023/datas/medium_square.PNG,item-01750,2018-10-19,2018-10-21
#AUXHACK18,Foyer im Medienzentrum Augsburg,$,4500,1,Other,"Oct 18 - 20, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/686/815/datas/medium_square.jpg,item-01751,2018-10-18,2018-10-20
Hack the Night 2019,Plug and Play Headquarters,$,5000,66,Other,"Jan 25 - 27, 2019",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/734/203/datas/medium_square.png,item-01752,2019-01-25,2019-01-27
Trainhack 2018,Kollektivrafikens Hus,$,1000,38,Other,"Oct 25 - 27, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/686/643/datas/medium_square.png,item-01753,2018-10-25,2018-10-27
PolyHACK 2018,ETH Hönggerberg - Student Project House (HPZ F),$,0,4,Other,"Oct 27 - 28, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/686/660/datas/medium_square.png,item-01754,2018-10-27,2018-10-28
Hack This. Help Kids.,Tepper Quad,$,10000,75,Other,"Oct 05 - 06, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/686/615/datas/medium_square.png,item-01755,2018-10-05,2018-10-06
Sneaker Hackathon,No location yet,$,0,9,Other,"Sep 28 - 30, 2018",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01756,2018-09-28,2018-09-30
AT&T Mixed Reality Hackathon with Magic Leap,Online,$,10000,314,AT&T,"Sep 26 - Nov 11, 2018",False,['AR/VR'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/697/619/datas/medium_square.png,item-01757,2018-09-26,2018-11-11
OSHHack5,Ohel Shem,$,0,26,Other,"Sep 27 - 28, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/686/486/datas/medium_square.jpg,item-01758,2018-09-27,2018-09-28
Develop new ways to identify and prioritise leaks before bursts occur,"Regus Admirals Park, Dartford",£,2250,5,Other,"Oct 29 - 30, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/686/500/datas/medium_square.png,item-01759,2018-10-29,2018-10-30
RTU-Hackathon,"Kukas, Jaipur",$,12110,349,Other,"Sep 23, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/685/456/datas/medium_square.jpg,item-01760,2018-09-23,2018-09-30
HackCMU 2018,Rashid Auditorium,$,4,159,Other,"Sep 21 - 30, 2018",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01761,2018-09-21,2018-09-30
HackerGames! - powered by wibas etarate,Stadt- und Kongresshalle Vallendar,$,5000,60,Other,"Oct 04 - 05, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/684/946/datas/medium_square.png,item-01762,2018-10-04,2018-10-05
Wide – Open Source Science Hackathon,Helsinki in Old Bread Factory 'Leipätehdas',$,5000,8,Other,"Oct 26 - 28, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/684/736/datas/medium_square.jpg,item-01763,2018-10-26,2018-10-28
McGill Physics Hackathon 2018 (deactivated),Phi Centre,$,0,5,Other,"Nov 03 - 04, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/684/486/datas/medium_square.jpg,item-01764,2018-11-03,2018-11-04
CSESoc UNSW Hackathon 2018:  Student Struggles!,UNSW J17 Design Studio,$,2300,83,Other,"Sep 21 - 22, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/675/392/datas/medium_square.png,item-01765,2018-09-21,2018-09-22
Code-N-Counter 3.0,Nagarro Gurgaon Office,$,2750,71,Other,"Sep 16, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/680/604/datas/medium_square.png,item-01766,2018-09-16,2018-09-23
CavHack,W.T. Woodson High School,$,1800,5,Other,"Sep 29, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/679/758/datas/medium_square.jpg,item-01767,2018-09-29,2018-10-06
HackaTown: The IoT Interoperability Hackathon,Fira Barcelona Gran Via Venue,$,12500,53,Other,"Oct 17 - 18, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/679/279/datas/medium_square.png,item-01768,2018-10-17,2018-10-18
Call for Code SJSU,"Boccardo Business Complex, San Jose State University",$,1500,39,Other,"Sep 09, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/679/047/datas/medium_square.jpg,item-01769,2018-09-09,2018-09-16
Opioid West Hack-A-Thon + 2018,Beckman Center,$,0,3,Other,"Oct 14 - 15, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/676/064/datas/medium_square.png,item-01770,2018-10-14,2018-10-15
Distributed: Health Blockchain Hackathon 2018,The Wond'ry at Vanderbilt University,$,10000,21,Other,"Nov 03 - 04, 2018",False,['Blockchain'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/675/675/datas/medium_square.jpg,item-01771,2018-11-03,2018-11-04
ETHBerlin,Factory Görlitzer Park,$,0,194,Other,"Sep 07 - 09, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/675/443/datas/medium_square.jpg,item-01772,2018-09-07,2018-09-09
NEXT BLOCK HACKATHON,"National Palace of Culture, Sofia, Bulgaria",$,15000,3,Other,"Sep 14, 2018",False,['Blockchain'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/675/549/datas/medium_square.jpg,item-01773,2018-09-14,2018-09-21
HackMobilidade 2018,MobiLab,$,200,7,Other,"Sep 02, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/675/181/datas/medium_square.png,item-01774,2018-09-02,2018-09-09
LinceHack 2018,Tecnológico Nacional de México en Celaya – Campus I,$,18500,81,Other,"Aug 31 - Sep 02, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/672/676/datas/medium_square.png,item-01775,2018-08-31,2018-09-02
Disrupt Puerto Rico Hackathon,"Engine-4 Coworking Space in Bayamon, Puerto Rico",$,0,27,Other,"Oct 19 - 21, 2018",False,"['Blockchain', 'Machine Learning/AI']",https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/674/735/datas/medium_square.jpg,item-01776,2018-10-19,2018-10-21
HackMTY 2018,No location yet,$,0,225,Other,"Aug 26, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/672/655/datas/medium_square.png,item-01777,2018-08-26,2018-09-02
HACK@BVP2.0,NEW DELHI,$,384,68,Other,"Sep 28 - 29, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/673/026/datas/medium_square.png,item-01778,2018-09-28,2018-09-29
Ideathon 2018,Kstart Capital,$,5724,73,Other,"Aug 26, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/672/782/datas/medium_square.jpg,item-01779,2018-08-26,2018-09-02
New York sextech hackathon,The Yard South Williamsburg,$,15500,23,Other,"Aug 24 - 26, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/672/345/datas/medium_square.jpg,item-01780,2018-08-24,2018-08-26
Blocfest 2018 Hackathon,NEM Blockchain Centre,$,5000,9,Other,"Sep 25 - 27, 2018",False,['Blockchain'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/654/784/datas/medium_square.jpg,item-01781,2018-09-25,2018-09-27
Magic City Hacks,Alloy Digital,$,0,9,Other,"Aug 19, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/671/952/datas/medium_square.png,item-01782,2018-08-19,2018-08-26
IBM Call for Code daylight Hackathon,IBM Watson IoT Towers,$,0,41,Other,"Sep 27 - 29, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/671/834/datas/medium_square.png,item-01783,2018-09-27,2018-09-29
IBM AI Enterprise Eduthon Munich,IBM Watson IoT Towers,$,0,23,Other,"Sep 27 - 28, 2018",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01784,2018-09-27,2018-09-28
1. Provinzial Rheinland Hackathon: Future of Insurance,Provinzial Rheinland Versicherung AG,€,2000,4,Other,"Oct 12 - 14, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/670/744/datas/medium_square.jpg,item-01785,2018-10-12,2018-10-14
Health Hacks 2018,VCU College of Engineering's East Hall,$,0,5,Other,"Aug 21 - 24, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/671/780/datas/medium_square.png,item-01786,2018-08-21,2018-08-24
HackTrain Powered by InnoTrans,InnoTrans Messedamm 22 14055 Berlin,$,5000,57,Other,"Sep 18 - 21, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/671/242/datas/medium_square.png,item-01787,2018-09-18,2018-09-21
BlocHacks,JMSB Building,$,0,16,Other,"Nov 17 - 18, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/670/704/datas/medium_square.png,item-01788,2018-11-17,2018-11-18
Malta Blockchain Hackathon,InterContinental,$,50000,70,Other,"Oct 31 - Nov 02, 2018",False,['Blockchain'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/670/244/datas/medium_square.png,item-01789,2018-10-31,2018-11-02
HackUIowa '18,Iowa Memorial Union,$,5000,18,Other,"Oct 06 - 07, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/670/563/datas/medium_square.png,item-01790,2018-10-06,2018-10-07
#Codeathon 2018,Online,$,3000,203,Other,"Sep 10 - Oct 21, 2018",False,['Blockchain'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01791,2018-09-10,2018-10-21
MisinfoCon DC,Newseum,$,0,23,Other,"Aug 06 - 08, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/669/652/datas/medium_square.jpg,item-01792,2018-08-06,2018-08-08
Hajj Hackathon,Jeddah International Exhibition & Convention Center,SAR,2000000,2933,Other,"Aug 01 - 03, 2018",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01793,2018-08-01,2018-08-03
Service Delivery Ignite Hackathon,University of Johannesburg,R,306000,422,Other,"Sep 28 - 30, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/669/642/datas/medium_square.jpg,item-01794,2018-09-28,2018-09-30
SG100 Nation Hackathon,No location yet,$,0,10,Other,"Jul 29, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/657/201/datas/medium_square.jpg,item-01795,2018-07-29,2018-08-05
TeenHacks Civic Hackathon,"San Jose,California",$,2450,13,Other,"Sep 08, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/660/872/datas/medium_square.png,item-01796,2018-09-08,2018-09-15
Blockchain For Peace - Law & Governance,Bushwick Generator,$,0,10,Other,"Jul 27 - 29, 2018",False,['Blockchain'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/652/192/datas/medium_square.jpg,item-01797,2018-07-27,2018-07-29
Media Hack Nord,Team Neusta GmbH,$,3000,4,Other,"Sep 13 - 15, 2018",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01798,2018-09-13,2018-09-15
The Sports Innovation Challenge by Georgia Tech Athletics,Bill Moore Student Success Center,$,73600,234,Other,"Nov 03 - 04, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/670/005/datas/medium_square.png,item-01799,2018-11-03,2018-11-04
COC 2018 powered by NCB,University Of Technology Jamaica,$,1868000,7,Other,"Jul 27 - 29, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/656/814/datas/medium_square.png,item-01800,2018-07-27,2018-07-29
SAP iXp x ERP Hackathon,SAP Labs Vancouver,$,725,11,Other,"Jul 25 - 27, 2018",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01801,2018-07-25,2018-07-27
The Explorable Explanations Hackathon,The Fossa Office,$,0,1,Other,"Jul 28 - 29, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/657/765/datas/medium_square.png,item-01802,2018-07-28,2018-07-29
NI Hackathon Düsseldorf,Startplatz Düsseldorf,$,0,9,Other,"Aug 04, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/657/957/datas/medium_square.jpg,item-01803,2018-08-04,2018-08-11
HackZurich 2018,Technopark Zürich,$,10500,324,Other,"Sep 14 - 16, 2018",False,['Lifehacks'],https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,item-01804,2018-09-14,2018-09-16
DLT for the Community,"Osun University, Osogbo",$,600,4,Other,"Jul 23 - Aug 01, 2018",False,['Blockchain'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/657/406/datas/medium_square.png,item-01805,2018-07-23,2018-08-01
Hack Chicago 2018,TechNexus,$,9185,112,Other,"Jul 22, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/647/936/datas/medium_square.png,item-01806,2018-07-22,2018-07-29
MIT Hackathon -- Surgical Healthcare Challenge,Edwards Life Sciences Corp,$,35000,28,Other,"Sep 29 - 30, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/656/961/datas/medium_square.png,item-01807,2018-09-29,2018-09-30
BelHacks,Design Tech High School,$,12246,34,Other,"Dec 01, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/656/944/datas/medium_square.png,item-01808,2018-12-01,2018-12-08
ATHENA{techne},FedEx Institute of Technology,$,500,20,Other,"Jul 20 - 21, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/656/911/datas/medium_square.jpg,item-01809,2018-07-20,2018-07-21
asd,saudi arabia,SAR,1850000,2,Other,"Jul 15, 2018",False,['Lifehacks'],https://d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/000/656/457/datas/medium_square.png,item-01810,2018-07-15,2018-07-22
